system:index,histogram,shapeGroup,shapeID,shapeISO,shapeName,shapeType,.geo
0,"{null=121949.0, 1=1548493.0, 0=1.05935834E8}",SDN,86620642B69119058579524,N/A,Abyei PCA,ADM1,"{""type"":""Polygon"",""coordinates"":[[[27.898443000000004,9.610853],[27.898678000000004,9.610447],[27.899415000000005,9.609921],[27.9005,9.609146],[27.900500000000005,9.609651],[27.904098000000005,9.605069999999998],[27.916911000000002,9.588763000000002],[27.921615,9.579438],[27.978124999999995,9.467397],[28.031428000000002,9.359839],[28.038866999999996,9.343225],[28.04001,9.343385],[28.042123,9.343681],[28.268899000000005,9.346037999999998],[28.360746000000002,9.34699],[28.361814,9.347203999999998],[28.363125,9.347466],[28.539681,9.347465999999999],[28.557967000000005,9.347546],[28.561350000000004,9.347560000000001],[28.758592000000004,9.348418],[28.759542999999997,9.347942],[28.76858500000001,9.348418],[28.758592000000004,9.403145000000002],[28.759883,9.404114],[28.760494999999995,9.404572999999997],[28.767158000000006,9.412187000000003],[28.777150999999996,9.424085],[28.78809700000001,9.435506],[28.790952,9.443596000000001],[28.790462999999995,9.445553],[28.789999999999996,9.447403000000001],[28.791904,9.450734999999998],[28.79446099999999,9.454571],[28.797615,9.459301],[28.799994000000005,9.464535],[28.799518,9.472150000000001],[28.803325,9.476433],[28.803801,9.483095],[28.804918999999998,9.48589],[28.805704999999993,9.487854],[28.811892000000007,9.490709999999998],[28.815223000000007,9.494993],[28.81712599999999,9.4988],[28.818734000000003,9.499336],[28.821408999999992,9.500227],[28.826168000000003,9.503559],[28.828745,9.50542],[28.834734000000005,9.509745],[28.835804999999997,9.510667000000002],[28.837575000000005,9.512189],[28.845966000000004,9.520929999999998],[28.860416999999995,9.535983],[28.868938000000004,9.543895000000001],[28.873741999999996,9.548357],[28.893254000000002,9.567391999999998],[28.915144999999995,9.586903999999999],[28.934181,9.603560000000002],[28.957024,9.623547999999998],[28.961627,9.627602999999999],[28.977011000000005,9.641156],[28.987005,9.651148999999998],[28.998359000000004,9.667369999999998],[28.999761999999997,9.669375],[28.999763,9.670914],[29.000099999999996,9.681574],[29.000078000000006,9.720178999999998],[28.999834999999994,10.153517],[28.999828000000004,10.166667],[28.954427,10.166854],[28.600118000000002,10.167525999999999],[28.519112,10.167429000000002],[28.359178000000004,10.167235999999999],[28.220364000000004,10.167068],[28.000886,10.166803999999999],[27.836229,10.166290999999998],[27.830620000000007,9.798642000000001],[27.836347,9.785105],[27.831917,9.739644000000002],[27.831619,9.736588000000001],[27.832104000000005,9.735486],[27.832226,9.73521],[27.832593,9.734383],[27.832933000000004,9.733725000000002],[27.833501000000005,9.732644999999998],[27.870123,9.662967999999998],[27.881283999999997,9.641733000000002],[27.898443000000004,9.610853]]]}"
1,"{null=2443186.0, 1=1.68529224E8, 0=1.11278217E8}",SDN,86620642B80352504723135,SD-GZ,Gezira,ADM1,"{""type"":""Polygon"",""coordinates"":[[[33.569275,15.455505000000002],[33.53167700000001,15.466919],[33.527893,15.467896000000003],[33.485901000000005,15.4375],[33.418518000000006,15.401306000000002],[33.379089,15.383911000000005],[33.369324,15.381287000000004],[33.308899,15.39032],[33.267883000000005,15.322327000000001],[33.260681,15.319092],[33.214478,15.293518000000002],[33.215088,15.280517999999997],[33.212708000000006,15.229675000000004],[33.206726,15.217895999999996],[33.19769300000001,15.216918999999997],[33.184875000000005,15.218079000000001],[33.168884,15.214111],[33.14868200000001,15.225525],[33.114929,15.279297000000001],[33.07489000000001,15.290282999999999],[33.05908199999999,15.287475999999998],[33.040893999999994,15.283691000000003],[33.021912,15.276916999999996],[33.021817,15.276903],[33.001709,15.274109000000001],[32.97827099999999,15.269896999999998],[32.963318,15.266296000000002],[32.951477,15.264709000000002],[32.938720999999994,15.265686],[32.926514,15.273682000000003],[32.914673,15.287292],[32.912109,15.290894000000002],[32.907104000000004,15.298279],[32.903931,15.302917000000004],[32.900878999999996,15.306885],[32.896300999999994,15.309509],[32.892883,15.310302999999998],[32.889282,15.311279000000003],[32.88250699999999,15.315125],[32.8797,15.317077999999997],[32.875488,15.320679000000002],[32.871704,15.323914],[32.86187699999999,15.327881],[32.858276,15.329101999999999],[32.855713,15.330322000000004],[32.850525,15.332886000000004],[32.845093,15.334717000000001],[32.83252,15.337708],[32.823913999999995,15.339905],[32.813477,15.342285000000006],[32.808289,15.343323],[32.798523,15.345276000000004],[32.791321,15.348510999999997],[32.785095,15.351684999999998],[32.782288,15.355286000000001],[32.78167700000001,15.358275999999998],[32.781128,15.361084],[32.780701,15.365112],[32.78009,15.36969],[32.777527,15.376709],[32.773682,15.381714000000004],[32.76092500000001,15.385071000000002],[32.75628700000001,15.387328999999998],[32.754517,15.392883000000001],[32.75293,15.402526999999994],[32.74871799999999,15.409911999999997],[32.722473,15.413879],[32.706909,15.408690999999997],[32.71368399999999,15.387512],[32.677917,15.375122],[32.707703,15.294311999999998],[32.70129399999999,15.291687000000001],[32.664307,15.276916999999997],[32.668701,15.238524999999997],[32.661316,15.237671000000002],[32.661316,15.231506000000001],[32.669678,15.230896],[32.67492699999999,15.185729999999996],[32.630171,15.182680999999997],[32.630126999999995,15.182677999999997],[32.615479,15.194275],[32.577087,15.193114999999999],[32.569702,15.193908999999998],[32.540894,15.197510000000001],[32.539673,15.194275],[32.536872,15.18654],[32.531494,15.171692],[32.522095,15.149901999999999],[32.520325,15.142517000000003],[32.519714,15.115906000000006],[32.53009,15.098083000000004],[32.555298,15.079895000000002],[32.562073,15.062317],[32.562317,15.039123999999996],[32.56073000000001,15.031127999999997],[32.552124,14.994324],[32.542908,14.991882000000002],[32.54168700000001,14.987488000000003],[32.54449499999999,14.98468],[32.551514000000005,14.983704],[32.549316,14.947083000000001],[32.546509,14.916504],[32.55407700000001,14.891906999999998],[32.562073,14.866089],[32.563903999999994,14.858092999999998],[32.565491,14.849487],[32.561096,14.829895000000002],[32.558289,14.818480999999997],[32.552917,14.796082],[32.543091,14.772522000000002],[32.534119000000004,14.761902000000003],[32.514099,14.738280999999999],[32.49932900000001,14.720519999999999],[32.494873000000005,14.709106],[32.485291,14.684082000000002],[32.480896,14.674072],[32.470703,14.651916999999996],[32.47054200000001,14.651529000000002],[32.46997000000001,14.650158],[32.46981100000001,14.649776],[32.46957100000001,14.649201000000001],[32.469384,14.648749999999996],[32.469058000000004,14.647968],[32.468872000000005,14.647522],[32.457275,14.647705000000002],[32.468078999999996,14.668274000000002],[32.455688,14.676086000000003],[32.452515,14.676514000000001],[32.440917999999996,14.677917],[32.407288,14.681519000000002],[32.38848899999999,14.674500000000002],[32.383118,14.671875],[32.37970000000001,14.669495000000001],[32.367309999999996,14.660706],[32.35351599999999,14.649108999999996],[32.349487,14.630919999999996],[32.350281,14.610718],[32.351074,14.593078999999998],[32.355896,14.581909],[32.361694,14.576477],[32.383911,14.560485999999997],[32.387329,14.545471000000001],[32.400085,14.533875],[32.411072,14.523926000000005],[32.416503999999996,14.499329000000001],[32.421326,14.47467],[32.41430700000001,14.470886000000002],[32.414123999999994,14.462891],[32.42230200000001,14.458679],[32.420898,14.445923],[32.419312,14.417114],[32.420105,14.413696000000003],[32.42968799999999,14.390686000000004],[32.438293,14.371521],[32.451721000000006,14.342285],[32.45788600000001,14.329529000000004],[32.469116,14.309875000000002],[32.468689000000005,14.306091],[32.472717,14.298523000000001],[32.47991900000001,14.295715],[32.492676,14.281676999999998],[32.481689,14.262084999999999],[32.47351100000001,14.247681000000002],[32.464111,14.230896000000001],[32.45971699999999,14.223083],[32.456482,14.216919],[32.448486,14.197692999999997],[32.457275,14.172119],[32.474121000000004,14.151123000000002],[32.489929,14.128296000000002],[32.496277,14.108886999999998],[32.502930000000006,14.095276000000002],[32.501526,14.092896000000001],[32.505493,14.090515],[32.536316,14.031494000000002],[32.530884,14.008483999999997],[32.526306,14.000488],[32.537108999999994,13.971312999999999],[32.551697,13.953674000000001],[32.555298,13.950317],[32.582091999999996,13.926513999999997],[32.595276,13.935486000000001],[32.609680000000004,13.927124],[32.604675,13.917296999999998],[32.627319,13.900879],[32.633484,13.909485],[32.66748,13.909485000000002],[32.672119,13.857483000000002],[32.66748,13.853882],[32.668701,13.848328000000002],[32.673095999999994,13.845703],[32.673523,13.838928],[32.685913,13.833496],[32.680481,13.824096999999997],[32.703308,13.778320000000003],[32.701111,13.768127000000002],[32.71228,13.758728000000001],[32.715881,13.744079999999999],[32.687683,13.718688999999998],[32.67889400000001,13.700683999999999],[32.681091,13.688293],[32.690125,13.68573],[32.708923,13.684691999999998],[32.714111,13.675903],[32.716125,13.654907000000001],[32.724915,13.643127],[32.725281,13.634521000000001],[32.730286,13.631287],[32.734924,13.626526],[32.734497,13.612488],[32.742126000000006,13.60968],[32.752686,13.603516000000003],[32.752722,13.603493999999998],[32.758911,13.599915],[32.77429200000001,13.600525],[32.7901,13.593505999999998],[32.791077,13.582702999999999],[32.811279000000006,13.554871],[32.83227500000001,13.564697000000002],[32.839478,13.580688],[32.84411600000001,13.591918999999999],[32.851685,13.603088000000001],[32.860473999999996,13.620728],[32.868286,13.634521000000001],[32.890686,13.656128],[32.893921000000006,13.677673],[32.89947500000001,13.687927000000002],[32.904297,13.721313000000002],[32.920288,13.72113],[32.92150899999999,13.703491],[32.941711,13.696899],[32.943247,13.699046],[32.952194000000006,13.711552999999999],[32.963709,13.727651000000002],[32.96994,13.736362],[32.973569,13.741435000000001],[32.977905,13.747498],[32.98673500000001,13.754776999999999],[32.992905,13.759864],[33.004284,13.769244],[33.009012,13.773142],[33.013751,13.777048999999998],[33.014935,13.778025],[33.018921,13.781310999999997],[33.026149,13.784187],[33.034681,13.787582999999998],[33.054504,13.795471],[33.066325,13.800272],[33.067177,13.800618],[33.070016,13.801771000000002],[33.076294,13.804321000000002],[33.081095,13.801771],[33.083917,13.800272],[33.084435,13.799998],[33.09651,13.793584000000001],[33.09962699999999,13.791929000000001],[33.10424400000001,13.789477000000002],[33.105713,13.788696],[33.11108399999999,13.786499],[33.102112,13.807678],[33.066711,13.840698],[33.066711,13.853088],[33.065917999999996,13.901672],[33.06488,13.926880000000002],[33.06189,13.967102000000002],[33.061096,14.0047],[33.06189,14.040711],[33.116699,14.041077000000001],[33.140686,14.040528000000002],[33.154907,14.039673],[33.16272,14.040283000000002],[33.169311,14.041504],[33.174316000000005,14.044311999999998],[33.180481,14.051331000000001],[33.19012399999999,14.056884999999998],[33.19989,14.063904000000003],[33.207274999999996,14.066101],[33.220703,14.07013],[33.23449699999999,14.074279999999998],[33.239929,14.074890000000002],[33.246887,14.070313000000002],[33.246896,14.070306],[33.27948,14.046082000000002],[33.28430199999999,14.040893999999996],[33.30249,14.021300999999998],[33.32031200000001,14.003906],[33.326477,13.987305000000003],[33.329529,13.9729],[33.33312999999999,13.963928],[33.337097,13.958313],[33.341919,13.951721],[33.344299,13.935120000000001],[33.35168500000001,13.920288000000001],[33.35467500000001,13.914307],[33.354675,13.910278],[33.357117,13.906921999999996],[33.373718,13.900512999999998],[33.378296,13.898682000000003],[33.383301,13.896912],[33.397888,13.894898],[33.406127999999995,13.893677],[33.408081,13.895874],[33.41333,13.890503000000004],[33.415099999999995,13.884276999999999],[33.412109,13.878112999999999],[33.403319999999994,13.869324],[33.402527,13.853516000000003],[33.402283,13.837891000000004],[33.403686,13.828491],[33.409119000000004,13.822510000000001],[33.415894,13.82251],[33.421082,13.824097],[33.425903,13.827698],[33.43591299999999,13.83252],[33.454285,13.832519999999999],[33.46307399999999,13.832276],[33.47052,13.832092],[33.479126,13.830688999999998],[33.481873,13.829102],[33.482727000000004,13.826111],[33.481079,13.822876],[33.48028600000001,13.818726000000002],[33.48089600000001,13.815308],[33.482727000000004,13.812683000000002],[33.487488,13.812927],[33.489502,13.816284],[33.489685,13.820679000000002],[33.489929,13.825318],[33.491699000000004,13.827515],[33.495117,13.828125000000002],[33.499877999999995,13.827271000000001],[33.50293,13.813904000000003],[33.501526,13.784485],[33.498474,13.776305999999998],[33.490295,13.745911000000001],[33.487671,13.733887],[33.48352,13.729126000000004],[33.474304000000004,13.717285000000002],[33.470093,13.697876],[33.465698,13.685303000000001],[33.460510000000006,13.667480999999999],[33.465698,13.633301],[33.482116999999995,13.636108],[33.487122,13.621521000000001],[33.492675999999996,13.603088],[33.49609400000001,13.603088000000003],[33.526672,13.598511000000002],[33.530884,13.598694],[33.534302000000004,13.597473],[33.53649899999999,13.594299000000001],[33.548705999999996,13.594299000000001],[33.558899,13.58252],[33.576904,13.581298999999998],[33.58543,13.581117000000003],[33.58551,13.581116000000002],[33.586487000000005,13.596679999999997],[33.586731,13.612488],[33.593689,13.624512],[33.59552,13.627075],[33.599304,13.632690000000002],[33.60430900000001,13.639892999999999],[33.610901,13.647095],[33.613708,13.651489],[33.617309999999996,13.656921],[33.62652599999999,13.666077000000001],[33.626709,13.675476],[33.626282,13.680481000000002],[33.625305,13.690674000000001],[33.623901,13.700073],[33.617493,13.708679],[33.605286,13.709290000000001],[33.58447300000001,13.710083],[33.579712,13.711487000000002],[33.576721000000006,13.712525],[33.572693,13.713684],[33.56268300000001,13.717102],[33.558105,13.726318000000001],[33.559082,13.735107],[33.565674,13.742676],[33.57312,13.749877999999999],[33.581116,13.752075000000001],[33.586914,13.753906],[33.598083,13.753723],[33.605896,13.751709000000002],[33.60992399999999,13.750671000000004],[33.614685,13.750488],[33.624877999999995,13.759705],[33.62127699999999,13.769470000000002],[33.61450200000001,13.779114],[33.602112,13.784912],[33.597717,13.786926],[33.589905,13.790528],[33.57251,13.798889000000003],[33.562317,13.808472000000002],[33.559326,13.816284],[33.556274,13.823730000000001],[33.55712900000001,13.835326999999998],[33.563293,13.840271],[33.565674,13.842102000000002],[33.574097,13.848693999999998],[33.580321999999995,13.846924],[33.586487,13.845093],[33.596313,13.842284999999999],[33.59967,13.841309000000004],[33.605286,13.841675],[33.607117,13.843871999999998],[33.612305,13.847472999999999],[33.616089,13.849669999999998],[33.625122000000005,13.857910000000002],[33.626709,13.862487999999999],[33.628479,13.866272],[33.630127,13.869873],[33.63208,13.878479],[33.63031,13.889893],[33.629517,13.895690999999998],[33.628479,13.899902],[33.627685,13.907717000000002],[33.624877999999995,13.917113999999998],[33.615906,13.927124],[33.604125999999994,13.939696999999999],[33.605103,13.949524],[33.611511,13.953125],[33.624511999999996,13.952881],[33.63970900000001,13.951477000000002],[33.643127,13.956299000000001],[33.64648400000001,13.965515],[33.646484,13.971496999999998],[33.646484,13.977904999999998],[33.644897,13.991699000000002],[33.627686000000004,14.012877999999999],[33.623718,14.032898],[33.628296,14.044311999999998],[33.650330000000004,14.048889000000003],[33.66333,14.062683],[33.669495,14.094299000000001],[33.67651399999999,14.103088000000001],[33.690491,14.102294999999998],[33.694092,14.102111999999998],[33.697692999999994,14.102111999999998],[33.721497,14.100891000000003],[33.729492,14.076294],[33.733137,14.075715999999998],[33.733827999999995,14.075607],[33.739502,14.074707],[33.783081,14.058472],[33.85968,14.030272999999998],[33.926514000000005,14.00592],[33.93090800000001,14.007874],[33.934326000000006,14.009094],[33.942688,14.010498],[33.95752,14.001281999999996],[33.960327,13.998717999999998],[33.965515,13.997313999999998],[33.988526,14.005494000000002],[33.990721,14.017876],[33.985901,14.039673],[33.97351100000001,14.055481],[33.963314,14.072090000000001],[33.961282,14.075951999999997],[33.960182,14.078041000000002],[33.9581,14.081999],[33.956131,14.08574],[33.953458,14.090818999999998],[33.943122,14.110461],[33.933289,14.128296000000002],[33.930725,14.136291000000002],[33.931258,14.139599999999998],[33.931885,14.143493999999997],[33.945552,14.155630000000004],[33.955322,14.164306999999999],[33.973451,14.173920999999998],[33.979492,14.177123999999997],[33.991089,14.186278999999999],[33.998548,14.193738000000003],[34.015319999999996,14.210510000000001],[34.022705,14.22429],[34.032105,14.245103],[34.039673,14.263122999999998],[34.035889,14.275879],[34.032811,14.281240000000002],[34.015319999999996,14.311707],[33.99231000000001,14.329102],[33.988527,14.333701],[33.988583999999996,14.334544000000003],[33.988629,14.335215],[33.988651999999995,14.335550000000001],[33.988846,14.338439999999997],[33.988893,14.339111],[33.98897900000001,14.339306000000002],[33.98906600000001,14.339501],[33.989595,14.340684],[33.990266,14.342184],[33.99408,14.350708],[33.994306,14.350595],[34.00330100000001,14.346129],[34.025516,14.338536999999999],[34.03215599999999,14.336376000000001],[34.037903,14.344481999999998],[34.050293,14.362488],[34.06012,14.376709000000002],[34.072327,14.394287],[34.08447300000001,14.411926000000001],[34.092102,14.423096],[34.099486999999996,14.433716000000002],[34.106689,14.444275000000005],[34.209717000000005,14.593322999999996],[34.259888,14.667480000000005],[34.285522,14.7323],[34.245483,14.799912],[34.19989,14.877061000000001],[34.1745,14.919495000000001],[34.158875,14.945664],[34.143494,14.971664999999998],[34.131714,14.991257999999998],[34.108704,15.030259000000001],[34.09552,15.052293],[34.06189,15.108872000000003],[34.04950000000001,15.129868999999998],[34.041504,15.143311],[33.99487299999999,15.164109],[33.920897999999994,15.196885],[33.893311000000004,15.209091999999997],[33.832886,15.235887000000002],[33.79852300000001,15.251084],[33.774109,15.261902000000001],[33.763672,15.271104],[33.735291,15.291504],[33.729309,15.292892999999998],[33.71306100000001,15.296874000000003],[33.684326000000006,15.297729000000002],[33.660522,15.297729000000002],[33.652283,15.30072],[33.649902,15.309326000000002],[33.647887999999995,15.336120999999999],[33.6427,15.368103],[33.633728,15.399292000000003],[33.624878,15.408325000000001],[33.620522,15.41281],[33.618081,15.415304999999998],[33.617263,15.416123000000002],[33.616519,15.416853],[33.615998,15.417374000000002],[33.61527199999999,15.4181],[33.614722,15.418650000000003],[33.613298,15.420033000000002],[33.611999999999995,15.421277],[33.611427,15.421819999999997],[33.610574,15.422614000000001],[33.609320999999994,15.423815000000001],[33.60773999999999,15.425313000000001],[33.598084,15.434068000000005],[33.581482,15.438477000000002],[33.575073,15.438477000000002],[33.569275,15.455505000000002]]]}"
